confidence_tier	confidence_score	normalized_label	label_1	id_1	ontology_1	label_2	id_2	ontology_2	in_ordered_mapping_best_dict
near_match	0.982	gel filtration chromatograph || gel filtration chromatography	gel filtration chromatograph	http://purl.obolibrary.org/obo/CHMO_0002571	CHMO	gel filtration chromatography	http://purl.obolibrary.org/obo/MMO_0000684	MMO	False
near_match	0.982	gel filtration chromatography || gel filtration chromatograph	Gel Filtration Chromatography	http://purl.obolibrary.org/obo/NCIT_C16433	NCIT	gel filtration chromatograph	http://purl.obolibrary.org/obo/CHMO_0002571	CHMO	False
near_match	0.979	high resolution transmission electron microscopy || high resolution transmission electron microscope	High Resolution Transmission Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C78874	NCIT	high-resolution transmission electron microscope	http://purl.obolibrary.org/obo/CHMO_0002323	CHMO	False
near_match	0.976	scanning transmission electron microscopy || scanning transmission electron microscope	Scanning Transmission Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C21342	NCIT	scanning transmission electron microscope	http://purl.obolibrary.org/obo/CHMO_0002649	CHMO	False
near_match	0.969	transmission electron microscope || transmission electron microscopy	transmission electron microscope	http://purl.obolibrary.org/obo/CHMO_0001099	CHMO	transmission electron microscopy	http://www.bioassayontology.org/bao#BAO_0000455	BAO	False
near_match	0.969	transmission electron microscope || transmission electron microscopy	Transmission Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C78813	NCIT	transmission electron microscopy	http://www.bioassayontology.org/bao#BAO_0000455	BAO	False
near_match	0.969	transmission electron microscope || transmission electron microscopy	Transmission Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C78813	NCIT	transmission electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000080	CHMO	False
near_match	0.969	transmission electron microscopy || transmission electron microscope	Transmission Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C18216	NCIT	transmission electron microscope	http://purl.obolibrary.org/obo/CHMO_0001099	CHMO	False
near_match	0.966	scanning tunneling microscope || scanning tunneling microscopy	Scanning Tunneling Microscope	http://purl.obolibrary.org/obo/NCIT_C17374	NCIT	scanning tunneling microscopy	http://www.bioassayontology.org/bao#BAO_0002524	BAO	False
near_match	0.964	scanning electron microscope || scanning electron microscopy	scanning electron microscope	http://purl.obolibrary.org/obo/CHMO_0000941	CHMO	scanning electron microscopy	http://www.bioassayontology.org/bao#BAO_0000454	BAO	False
near_match	0.964	scanning electron microscope || scanning electron microscopy	Scanning Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C78814	NCIT	scanning electron microscopy	http://www.bioassayontology.org/bao#BAO_0000454	BAO	False
near_match	0.964	scanning electron microscope || scanning electron microscopy	Scanning Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C78814	NCIT	scanning electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000073	CHMO	False
near_match	0.964	scanning electron microscopy || scanning electron microscope	Scanning Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C16855	NCIT	scanning electron microscope	http://purl.obolibrary.org/obo/CHMO_0000941	CHMO	False
near_match	0.962	high performance liquid chromatography uv || high performance liquid chromatography	High-performance Liquid Chromatography-UV	http://purl.obolibrary.org/obo/NCIT_C120693	NCIT	high-performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0001009	CHMO	False
near_match	0.962	high performance liquid chromatography uv || high performance liquid chromatography	High-performance Liquid Chromatography-UV	http://purl.obolibrary.org/obo/NCIT_C120693	NCIT	high-performance liquid chromatography	http://purl.obolibrary.org/obo/MMO_0000394	MMO	False
near_match	0.96	scanning probe microscope || scanning probe microscopy	scanning probe microscope	http://purl.obolibrary.org/obo/CHMO_0000943	CHMO	scanning probe microscopy	http://www.bioassayontology.org/bao#BAO_0000459	BAO	False
near_match	0.96	scanning probe microscope || scanning probe microscopy	Scanning Probe Microscope	http://purl.obolibrary.org/obo/NCIT_C78803	NCIT	scanning probe microscopy	http://www.bioassayontology.org/bao#BAO_0000459	BAO	False
near_match	0.96	scanning probe microscope || scanning probe microscopy	Scanning Probe Microscope	http://purl.obolibrary.org/obo/NCIT_C78803	NCIT	scanning probe microscopy	http://purl.obolibrary.org/obo/CHMO_0000112	CHMO	False
near_match	0.959	strong cation exchange chromatography || strong anion exchange chromatography	Strong-Cation-Exchange Chromatography	http://purl.obolibrary.org/obo/NCIT_C161774	NCIT	strong-anion-exchange chromatography	http://purl.obolibrary.org/obo/CHMO_0002258	CHMO	False
near_match	0.957	atomic force microscope || atomic force microscopy	atomic force microscope	http://purl.obolibrary.org/obo/CHMO_0000954	CHMO	atomic force microscopy	http://www.bioassayontology.org/bao#BAO_0002523	BAO	False
near_match	0.957	atomic force microscope || atomic force microscopy	Atomic Force Microscope	http://purl.obolibrary.org/obo/NCIT_C78804	NCIT	atomic force microscopy	http://www.bioassayontology.org/bao#BAO_0002523	BAO	False
near_match	0.957	atomic force microscope || atomic force microscopy	Atomic Force Microscope	http://purl.obolibrary.org/obo/NCIT_C78804	NCIT	atomic force microscopy	http://purl.obolibrary.org/obo/CHMO_0000113	CHMO	False
near_match	0.957	atomic force microscopy || atomic force microscope	Atomic Force Microscopy	http://purl.obolibrary.org/obo/NCIT_C17754	NCIT	atomic force microscope	http://purl.obolibrary.org/obo/CHMO_0000954	CHMO	False
near_match	0.952	cross linking immunoprecipitation high throughput sequencing || cross linking immunoprecipitation high throughput sequencing assay	Cross-linking Immunoprecipitation High-throughput Sequencing	http://purl.obolibrary.org/obo/NCIT_C116152	NCIT	cross-linking immunoprecipitation high-throughput sequencing assay	http://purl.obolibrary.org/obo/OBI_0001858	OBI	False
near_match	0.952	dark field microscope || dark field microscopy	dark-field microscope	http://purl.obolibrary.org/obo/CHMO_0002236	CHMO	dark field microscopy	http://www.bioassayontology.org/bao#BAO_0002510	BAO	False
near_match	0.952	dark field microscope || dark field microscopy	Dark-Field Microscope	http://purl.obolibrary.org/obo/NCIT_C28366	NCIT	dark field microscopy	http://www.bioassayontology.org/bao#BAO_0002510	BAO	False
near_match	0.952	dark field microscope || dark field microscopy	Dark-Field Microscope	http://purl.obolibrary.org/obo/NCIT_C28366	NCIT	dark-field microscopy	http://purl.obolibrary.org/obo/CHMO_0002177	CHMO	False
near_match	0.952	dark field microscopy || dark field microscope	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837	NCIT	dark-field microscope	http://purl.obolibrary.org/obo/CHMO_0002236	CHMO	False
near_match	0.952	electron magnetic resonance spectroscopy || electron paramagnetic resonance spectroscopy	electron magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000743	CHMO	electron paramagnetic resonance spectroscopy	http://purl.obolibrary.org/obo/MMO_0000710	MMO	False
near_match	0.945	fluorescence imaging multiplex cytological profiling assay || fluorescence imaging multiplex cytological profiling	Fluorescence imaging multiplex cytological profiling assay	http://www.bioassayontology.org/bao#BAO_0010058	BAO	fluorescence imaging multiplex cytological profiling	http://purl.obolibrary.org/obo/OBI_0002952	OBI	False
near_match	0.944	matrix assisted laser desorption ionization imaging mass spectrometry assay || matrix assisted laser desorption ionisation imaging mass spectrometry	matrix assisted laser desorption ionization imaging mass spectrometry assay	http://purl.obolibrary.org/obo/OBI_0003099	OBI	matrix-assisted laser desorption-ionisation imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000054	CHMO	False
near_match	0.941	cell proliferation assay || cell proliferation bioassay	cell proliferation assay	http://www.bioassayontology.org/bao#BAO_0002805	BAO	cell proliferation bioassay	http://purl.obolibrary.org/obo/MMO_0000442	MMO	False
near_match	0.941	cell proliferation assay || cell proliferation bioassay	Cell Proliferation Assay	http://purl.obolibrary.org/obo/NCIT_C116553	NCIT	cell proliferation bioassay	http://purl.obolibrary.org/obo/MMO_0000442	MMO	False
near_match	0.941	cell proliferation assay || cell proliferation bioassay	cell proliferation assay	http://purl.obolibrary.org/obo/OBI_0000891	OBI	cell proliferation bioassay	http://purl.obolibrary.org/obo/MMO_0000442	MMO	False
near_match	0.941	high performance liquid chromatography mass spectrometry || high performance liquid chromatography tandem mass spectrometry	High Performance Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C103513	NCIT	high performance liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0002876	CHMO	False
near_match	0.941	high performance liquid chromatography tandem mass spectrometry || high performance liquid chromatography mass spectrometry	high performance liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0002876	CHMO	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/MMO_0000537	MMO	False
near_match	0.941	high performance liquid chromatography tandem mass spectrometry || high performance liquid chromatography mass spectrometry	High-performance Liquid Chromatography/Tandem Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C120691	NCIT	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	CHMO	False
near_match	0.941	high performance liquid chromatography tandem mass spectrometry || high performance liquid chromatography mass spectrometry	High-performance Liquid Chromatography/Tandem Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C120691	NCIT	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/MMO_0000537	MMO	False
near_match	0.941	microrna profiling by high throughput sequencing || microrna profiling by high throughput sequencing assay	microRNA profiling by high throughput sequencing	http://www.ebi.ac.uk/efo/EFO_0002896	EFO	microRNA profiling by high throughput sequencing assay	http://purl.obolibrary.org/obo/OBI_0001922	OBI	False
near_match	0.94	ultra high performance liquid chromatography || ultra performance liquid chromatography	ultra high performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0000795	CHMO	ultra-performance liquid chromatography	http://purl.obolibrary.org/obo/MMO_0000720	MMO	False
near_match	0.939	two dimensional gel electrophoresis || two dimensional electrophoresis	Two Dimensional Gel Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C16538	NCIT	two-dimensional electrophoresis	http://purl.obolibrary.org/obo/CHMO_0001020	CHMO	False
near_match	0.938	transcription profiling by high throughput sequencing || transcription profiling by high throughput sequencing design	transcription profiling by high throughput sequencing	http://www.ebi.ac.uk/efo/EFO_0002770	EFO	transcription profiling by high throughput sequencing design	http://purl.obolibrary.org/obo/OBI_0001239	OBI	False
near_match	0.936	gas chromatography and flame ionization detection || gas chromatography flame ionisation detection	Gas Chromatography and Flame Ionization Detection	http://purl.obolibrary.org/obo/NCIT_C135454	NCIT	gas chromatography-flame ionisation detection	http://purl.obolibrary.org/obo/CHMO_0001736	CHMO	False
near_match	0.935	reduced representation bisulfite sequencing || reduced representation bisulfite sequencing assay	Reduced-Representation Bisulfite Sequencing	http://purl.obolibrary.org/obo/NCIT_C167284	NCIT	reduced representation bisulfite sequencing assay	http://purl.obolibrary.org/obo/OBI_0001862	OBI	False
near_match	0.933	positron emission tomography || positron emission tomography pet	Positron Emission Tomography	http://purl.obolibrary.org/obo/NCIT_C17007	NCIT	positron emission tomography (PET)	http://purl.obolibrary.org/obo/MMO_0000129	MMO	False
near_match	0.933	pulsed field gel electrophoresis || pulsed field electrophoresis	Pulsed-Field Gel Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C17426	NCIT	pulsed-field electrophoresis	http://purl.obolibrary.org/obo/CHMO_0002315	CHMO	False
near_match	0.932	coherent anti stokes raman spectroscopy || coherent stokes raman spectroscopy	Coherent Anti-Stokes Raman Spectroscopy	http://purl.obolibrary.org/obo/NCIT_C160771	NCIT	coherent Stokes Raman spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000659	CHMO	False
near_match	0.93	high performance liquid chromatography uv || high performance liquid chromatography column	High-performance Liquid Chromatography-UV	http://purl.obolibrary.org/obo/NCIT_C120693	NCIT	high-performance liquid chromatography column	http://purl.obolibrary.org/obo/CHMO_0000976	CHMO	False
